,Region,HH_numbers,Marital_status,Age,Children,Female,Drafted,Education,Wellbeing,Employed,Sector,Employment_status,Weekly_working_hours,Occupation,Wage,Second_job,Additional_training_need,Useful_education,Foreign_language_besides_Rus,Foreign_language1,Foreign_language2,Foreign_language1_level,Foreign_language2_level,IT_skills,Read_instructions,Read_letters,Read_articles,Read_journals,Read_manuals,Read_invoices,Read_diagrams,Write_letters,Write_articles,Write_reports,Fill_in_forms,Work_with_prices,Work_with_fractions_percentages,Work_with_graphs,Work_with_formulas,Work_with_statistics,Work_with_computer,Comp_tools_email,Comp_tools_Inet,Comp_tools_Transactions,Comp_tools_Excel,Comp_tools_Word,Comp_tools_Programming,Comp_tools_teleconferences,Comp_tools_other,Required_Comp_skills_level,Have_comp_skills_for_work,Comp_skills_effect_on_employment,Language_skills_on_employment,Russian,English,French,Nothing,Facebook_user,FB_friends,Actual_friends_from_fb,LinkedIn_user,LinkedIn_followers,Actual_followers_from_LinkedIn,Professional_match,Required_education_for_the_job,Have_skills_for_more_demanding_job
153,Երևան,6,Ամուսնացած,44,2,1,,"Հետբուհական (Ասպիրատուրա, Դոկտորանտուրա, Օրդինատուրա)",Լավ,1,P,Վարձու աշխատող,48,2,500000,Այո,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Այո,1,1,1,1,1,0,1,0,Միջին,Ոչ,Ոչ,Այո,1,1,0,0,1,893,50,1,0,0,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Ոչ
154,Երևան,4,Չամուսնացած,24,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,N,Այլ ,30,2,60000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,1,1,1,0,0,0,Միջին,Այո,Ոչ,Այո,1,1,0,0,1,600,250,1,,0,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
156,Արագածոտն,4,Ամուսնացած,44,0,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,0,0,0,1,0,,,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Ոչ
157,Երևան,3,Ամուսնացած,31,0,1,,"Հետբուհական (Ասպիրատուրա, Դոկտորանտուրա, Օրդինատուրա)",Լավ,0,,,,,,,,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Այո,1,1,0,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,110,5,1,95,2-3,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
158,Արագածոտն,6,Ամուսնացած,40,2,0,1,Միջնակարգ/Ավագ դպրոց,Վատ,0,,,,,,,Ոչ,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Կիրառելի չէ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,200,10,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
159,Երևան,3,Ամուսնացած,34,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,0,,,,,,,,Ինչ-որ չափով օգտակար,1,Անգլերեն,Գերմաներեն,Միջին իմացություն,Շատ սահմանափակ իմացություն,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Երբեք,Երբեք,Այո,1,1,0,1,1,0,1,0,Միջին,Այո,Այո,Այո,1,1,0,0,1,327,10,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
160,Երևան,5,Չամուսնացած,33,0,0,1,Բակալավր,Բավարար,1,C,Վարձու աշխատող,60,8,170000,Ոչ,Այո,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,1000,700,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
161,Երևան,4,Չամուսնացած,21,16,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,I,Վարձու աշխատող,49,9,190000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամեն օր,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,1,0,0,1,500,3,1,55,2,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Այո
162,Երևան,4,Ամուսնացած,54,0,0,1,Բակալավր,Բավարար,1,O,Այլ ,,3,73000,Այո,Ոչ,Շատ օգտակար,0,,,,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,0,0,0,1,1,0,0,1,Բարձր,Այո,Ոչ,Ոչ,0,1,0,0,1,320,310,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
163,Երևան,6,Ամուսնացած,42,1,0,1,Միջնակարգ/Ավագ դպրոց,Շատ վատ,1,I,Վարձու աշխատող,24,5,80000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Դժվարանում եմ պատասխանել,1,0,0,0,0,,,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Ոչ
165,Շիրակ,2,Չամուսնացած,43,0,1,,Միջին մասնագիտական,Լավ,1,Q,Վարձու աշխատող,48,5,130000,Ոչ,Այո,Բոլորովին օգտակար չէ,0,,,,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,425,100,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
166,Երևան,4,Ամուսնացած,28,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Լավ,1,K,Վարձու աշխատող,40,4,106000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Այո,1,0,1,1,1,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,600,7,0,,,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
167,Երևան,8,Ամուսնացած,28,1,0,1,Հիմնական,Բավարար,1,S,Վարձու աշխատող,50,9,350000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,0,,,,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Ոչ,Ոչ,Ոչ,0,0,0,1,1,110,20,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Այո
168,Երևան,3,Ամուսնացած,33,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,I,Վարձու աշխատող,48,5,,Ոչ,Ոչ,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Ոչ,Ոչ,Ոչ,1,1,0,0,1,15,15,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
169,Երևան,3,Չամուսնացած,23,0,1,,"Հետբուհական (Ասպիրատուրա, Դոկտորանտուրա, Օրդինատուրա)",Լավ,0,,,,,,,,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,500,100,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
170,Շիրակ,4,Ամուսնացած,39,2,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,K,Վարձու աշխատող,40,1,,Ոչ,Ոչ,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Այո,1,1,1,1,1,0,0,0,Բարձր,Այո,Ոչ,Ոչ,1,0,0,0,1,,,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
